,seller,sales,shop_since,rating,favorers,listings,categories,macrame_products,years_in_business,items_sold_per_year,items_sold_per_month,avg_product_price,sales_per_month,sales_per_year,macrame_products_ratio,macrame_products_sales_per_year,macrame_products_sales_per_month,jewelry_products,decoration_products,material_products,macrame_sample_size,sample_listed_products,other_products
292,Liloumariposa,14743,2014,4.7552,2704,1110,11,44,5,2948.6,245.71666666666667,50.43869565217392,12393.62816666667,148723.538,3.963963963963964,5895.347452252252,491.2789543543544,0.0,0.0,23.0,52.27272727272727,23.0,0.0
293,Creadoodle,4,2018,5.0,75,11,2,11,1,4.0,0.3333333333333333,778.155,259.385,3112.62,100.0,3112.62,259.385,0.0,0.0,4.0,36.36363636363637,4.0,0.0
294,Fancyropesandroses,10,2018,5.0,8,33,11,30,1,10.0,0.8333333333333334,780.5675000000001,650.4729166666667,7805.675000000001,90.9090909090909,7096.068181818184,591.3390151515152,0.0,16.0,0.0,53.33333333333334,16.0,0.0
295,FabulousTaste,951,2014,4.9868,336,660,18,2,5,190.2,15.85,1609.94,25517.549,306210.588,0.30303030303030304,927.9108727272728,77.32590606060606,0.0,1.0,0.0,50.0,1.0,0.0
296,MacrameElegance,247,2016,5.0,2975,48,6,48,3,82.33333333333333,6.861111111111112,4494.147222222224,30834.843441358036,370018.1212962964,100.0,370018.1212962964,30834.843441358036,0.0,16.0,0.0,33.333333333333336,16.0,2.0
297,KesemBoutique,3,2018,5.0,17,49,1,18,1,3.0,0.25,642.67,160.6675,1928.01,36.734693877551024,708.2485714285713,59.02071428571429,0.0,0.0,0.0,0.0,0.0,1.0
298,greekfantasy,265,2006,0.0,421,5,1,1,13,20.384615384615387,1.698717948717949,596.42,1013.1493589743588,12157.792307692305,20.0,2431.558461538461,202.62987179487175,0.0,0.0,0.0,0.0,0.0,1.0
299,EverydayThirty,24,2018,5.0,17,45,8,38,1,24.0,2.0,407.555,815.11,9781.32,84.44444444444444,8259.781333333332,688.3151111111113,0.0,1.0,0.0,2.631578947368421,1.0,3.0
300,OldWoolfStore,4,2019,0.0,3,22,1,8,0,4.0,2.0,87.555,175.11,350.22,36.36363636363637,127.3527272727273,63.67636363636365,0.0,0.0,2.0,25.0,2.0,0.0
301,lesperlesdeDiamanda,83,2013,5.0,3187,162,11,44,6,13.833333333333336,1.1527777777777777,69.58,80.21027777777778,962.5233333333333,27.160493827160487,261.4260905349794,21.785507544581613,1.0,0.0,0.0,2.272727272727273,1.0,0.0
302,RezguPinkles,22,2017,5.0,59,50,0,49,2,11.0,0.9166666666666666,626.1279999999998,573.9506666666666,6887.4079999999985,98.0,6749.659839999998,562.4716533333333,0.0,3.0,7.0,20.40816326530612,10.0,0.0
303,KrishnaLabradorites,1607,2018,4.9366,372,1771,6,870,1,1607.0,133.91666666666666,101.39,13577.810833333333,162933.73,49.12478825522304,80040.84985883682,6670.070821569735,0.0,0.0,0.0,0.0,0.0,3.0
304,SkyCaptainCreations,26,2018,5.0,21,106,3,11,1,26.0,2.1666666666666665,636.18,1378.39,16540.68,10.377358490566039,1716.4856603773585,143.04047169811318,0.0,0.0,0.0,0.0,0.0,1.0
305,MacramEva,67,2015,5.0,1307,66,9,65,4,16.75,1.3958333333333333,810.81,1131.7556249999998,13581.0675,98.48484848484848,13375.29375,1114.6078125,0.0,0.0,0.0,0.0,0.0,1.0
306,southpassbeads,55994,2008,4.9818,6751,4901,21,961,11,5090.363636363636,424.1969696969697,66.661875,28277.765369318182,339333.1844318181,19.608243215670267,66537.27611486986,5544.773009572489,6.0,0.0,16.0,2.2892819979188346,22.0,0.0
307,FluffyFridayShop,26,2018,5.0,145,37,4,34,1,26.0,2.1666666666666665,1084.40619047619,2349.546746031745,28194.560952380936,91.89189189189187,25908.515469755454,2159.042955812955,0.0,21.0,0.0,61.764705882352935,21.0,0.0
308,macramehibiscus,4,2017,5.0,58,17,4,17,2,2.0,0.16666666666666666,506.755,84.45916666666666,1013.51,100.0,1013.51,84.45916666666666,1.0,0.0,0.0,5.882352941176472,1.0,1.0
309,IlovecreateStore,869,2016,4.8696,782,184,16,129,3,289.6666666666667,24.13888888888889,125.82526315789477,3037.282046783627,36447.38456140352,70.1086956521739,25552.785915331813,2129.3988262776506,2.0,0.0,19.0,16.27906976744186,21.0,0.0
310,KolumbienArte,32,2012,4.906225,168,34,4,34,7,4.571428571428571,0.3809523809523809,481.22333333333336,183.32317460317458,2199.8780952380953,100.0,2199.8780952380953,183.32317460317458,1.0,0.0,0.0,2.9411764705882355,1.0,2.0
311,KeliStones,3,2016,4.5,27,87,3,30,3,1.0,0.08333333333333333,695.63,57.96916666666666,695.63,34.48275862068966,239.87241379310348,19.989367816091963,0.0,0.0,0.0,0.0,0.0,1.0
312,MPMinis,453,2009,4.6,439,64,10,1,10,45.3,3.775,566.6,2138.915,25666.98,1.5625,401.0465625,33.420546875,0.0,0.0,0.0,0.0,0.0,1.0
313,KateNikolova,292,2015,5.0,901,66,14,34,4,73.0,6.083333333333332,2385.69,14512.9475,174155.37,51.51515151515152,89716.40272727274,7476.366893939395,0.0,0.0,0.0,0.0,0.0,2.0
314,Nodantur,15,2016,5.0,104,60,4,56,3,5.0,0.4166666666666667,355.2033333333334,148.00138888888893,1776.0166666666669,93.33333333333331,1657.6155555555554,138.13462962962964,0.0,0.0,0.0,0.0,0.0,3.0
315,PSThreeOfUs,60,2015,5.0,1119,117,5,29,4,15.0,1.25,775.35,969.1875,11630.25,24.786324786324787,2882.7115384615386,240.22596153846158,0.0,0.0,0.0,0.0,0.0,2.0
316,SimpleBeadPatterns,15395,2012,4.9538,4272,727,10,6,7,2199.285714285714,183.27380952380955,119.09,21826.077976190478,261912.9357142857,0.8253094910591472,2161.592316761643,180.13269306347027,0.0,0.0,3.0,50.0,3.0,0.0
317,LollysBoutiqueGB,18,2017,5.0,139,89,6,82,2,9.0,0.75,128.53,96.3975,1156.77,92.13483146067415,1065.7880898876406,88.81567415730338,0.0,0.0,0.0,0.0,0.0,4.0
318,Thecutepatternshop,2215,2017,4.9135,151,1106,17,15,2,1107.5,92.29166666666669,33.42000000000001,3084.387500000001,37012.650000000016,1.3562386980108498,501.9798824593129,41.83165687160942,0.0,0.0,10.0,66.66666666666667,10.0,0.0
319,ExoticBrazilian,5632,2014,4.9408,3376,141,5,141,5,1126.4,93.86666666666666,560.0864583333336,52573.448888888895,630881.3866666671,100.0,630881.3866666671,52573.448888888895,1.0,0.0,48.0,34.751773049645394,49.0,0.0
320,HandmadeBySarmite,2,2017,0.0,12,16,8,12,2,1.0,0.08333333333333333,90.09,7.5075,90.09,75.0,67.5675,5.630625,0.0,0.0,2.0,16.666666666666668,2.0,0.0
321,MAKARMAjewelry,798,2013,4.9535,1733,172,13,100,6,133.0,11.083333333333336,526.68875,5837.466979166667,70049.60375000001,58.139534883720934,40726.513808139534,3393.876150678295,0.0,0.0,4.0,4.0,4.0,4.0
322,Debeauxsouvenirs,2305,2008,4.891199074069998,4552,73,5,38,11,209.54545454545453,17.46212121212121,632.7781818181818,11049.649311294766,132595.7917355372,52.05479452054794,69022.46693082758,5751.872244235631,0.0,0.0,11.0,28.947368421052627,11.0,0.0
323,SinuCreation,755,2015,4.9571,1557,117,9,62,4,188.75,15.729166666666664,1139.6733333333334,17926.111805555556,215113.34166666667,52.99145299145299,113991.68532763535,9499.30711063628,2.0,0.0,0.0,3.2258064516129035,2.0,4.0
324,CDMacrame,91,2015,4.96917268722,220,75,8,75,4,22.75,1.8958333333333333,801.3541666666665,1519.2339409722224,18230.807291666664,100.0,18230.807291666664,1519.2339409722224,0.0,0.0,12.0,16.0,12.0,0.0
325,LostPropertyHongKong,10849,2008,4.9089,11758,179,13,38,11,986.2727272727273,82.18939393939394,306.56,25195.98060606061,302351.76727272733,21.22905027932961,64186.40869476893,5348.867391230743,0.0,0.0,7.0,18.42105263157895,7.0,0.0
326,TheBeadsofDreams,25708,2011,4.9767,8352,1924,15,403,8,3213.5,267.7916666666667,53.34666666666666,14285.79277777778,171429.51333333337,20.94594594594595,35907.5331981982,2992.294433183184,0.0,0.0,6.0,1.488833746898263,6.0,0.0
327,gypsysouljewellery,445,2011,4.7143,1152,108,12,18,8,55.625,4.635416666666667,881.5957142857143,4086.563467261905,49038.761607142864,16.666666666666668,8173.126934523811,681.0939112103175,0.0,7.0,0.0,38.888888888888886,7.0,0.0
328,TheCozyAtelier,86,2018,4.6667,49,15,6,4,1,86.0,7.166666666666668,185.09,1326.4783333333335,15917.74,26.66666666666667,4244.730666666666,353.7275555555556,2.0,0.0,0.0,50.0,2.0,0.0
329,ATMASHIVALINGA,1,2019,0.0,1,5,0,3,0,1.0,0.5,720.72,360.36,720.72,60.0,432.43199999999996,216.21599999999998,0.0,0.0,0.0,0.0,0.0,2.0
330,ArGlazuru,43,2016,5.0,25,27,6,17,3,14.333333333333336,1.1944444444444444,720.7233333333332,860.8639814814813,10330.367777777778,62.96296296296296,6504.305637860081,542.0254698216735,0.0,2.0,0.0,11.764705882352944,2.0,1.0
331,MythicStrands,23,2017,5.0,31,96,11,24,2,11.5,0.9583333333333334,960.9,920.8625,11050.35,25.0,2762.5875,230.215625,1.0,0.0,0.0,4.166666666666667,1.0,2.0
332,ApparentlyKnotJwlry,4,2017,5.0,34,79,2,67,2,2.0,0.16666666666666666,487.895,81.31583333333333,975.79,84.81012658227849,827.5687341772152,68.9640611814346,0.0,0.0,0.0,0.0,0.0,4.0
333,MelindaMaArt,12,2015,0.0,116,15,0,8,4,3.0,0.25,1614.99,403.7475,4844.97,53.33333333333334,2583.984,215.332,0.0,0.0,0.0,0.0,0.0,1.0
334,DaisyMaeandMe,4094,2011,4.9868,828,1563,12,28,8,511.75,42.645833333333336,145.04272727272723,6185.467973484848,74225.61568181816,1.7914267434420983,1329.6975298086427,110.80812748405356,0.0,0.0,22.0,78.57142857142857,22.0,0.0
335,MeshuMaSH,1722,2011,5.0,11234,226,14,11,8,215.25,17.9375,2849.566666666667,51114.10208333334,613369.2250000001,4.867256637168142,29854.254314159298,2487.854526179941,0.0,1.0,0.0,9.090909090909092,1.0,2.0
336,Aqgemsjewels,246,2018,4.958,239,889,21,95,1,246.0,20.5,213.52,4377.16,52525.92,10.686164229471316,5613.00607424072,467.7505061867267,0.0,0.0,1.0,1.0526315789473684,1.0,1.0
337,HempCraft,57759,2010,4.9739,12293,1025,13,460,9,6417.666666666668,534.8055555555555,90.6876,48500.2323,582002.7876,44.878048780487795,261191.4949229268,21765.957910243902,9.0,0.0,15.0,5.217391304347826,24.0,5.0
338,runintoflowerss,9,2011,0.0,24,2,1,2,8,1.125,0.09375,854.87,80.1440625,961.72875,100.0,961.72875,80.1440625,0.0,2.0,0.0,100.0,2.0,0.0
339,Goldperspective,6,2017,5.0,15,13,0,13,2,3.0,0.25,894.635,223.65875,2683.905,100.0,2683.905,223.65875,0.0,1.0,0.0,7.6923076923076925,1.0,1.0
340,BluebellHillCrafts,17211,2014,4.9913,3876,1064,19,365,5,3442.2,286.85,65.61785714285715,18822.48232142857,225869.7878571429,34.304511278195484,77483.5268494898,6456.9605707908195,0.0,0.0,14.0,3.8356164383561633,14.0,0.0
341,RainbowBeadsShop,3630,2017,4.8062,974,616,20,528,2,1815.0,151.25,182.9,27663.625,331963.5,85.71428571428571,284540.14285714284,23711.67857142857,0.0,0.0,2.0,0.3787878787878788,2.0,0.0
342,energieorgonu,89,2018,4.5455,114,22,6,5,1,89.0,7.416666666666668,337.84,2505.6466666666665,30067.76,22.72727272727273,6833.581818181818,569.4651515151513,1.0,0.0,0.0,20.0,1.0,0.0
343,CastlebarnCurio,5534,2012,4.9971,869,878,15,567,7,790.5714285714287,65.8809523809524,69.58,4583.996666666667,55007.96,64.57858769931663,35523.36369020501,2960.2803075170837,0.0,0.0,1.0,0.1763668430335097,1.0,0.0
344,DarceyPrints,26,2017,5.0,33,18,4,1,2,13.0,1.0833333333333333,854.7,925.925,11111.1,5.5555555555555545,617.2833333333333,51.44027777777778,0.0,1.0,0.0,100.0,1.0,0.0
345,PsychedelicMacrames,37,2018,5.0,175,59,9,54,1,37.0,3.083333333333333,1082.01,3336.1975,40034.37,91.52542372881358,36641.62677966102,3053.4688983050846,0.0,2.0,0.0,3.703703703703704,2.0,1.0
346,IrlandasMacrame,8,2018,5.0,13,8,0,7,1,8.0,0.6666666666666666,347.91,231.94,2783.28,87.5,2435.37,202.9475,0.0,1.0,0.0,14.285714285714285,1.0,1.0
347,BrklynHome,47,2015,5.0,211,44,7,9,4,11.75,0.9791666666666666,1007.29,986.3047916666666,11835.6575,20.454545454545453,2420.929943181818,201.74416193181816,0.0,3.0,0.0,33.333333333333336,3.0,0.0
348,NAMCAstudio,35,2016,5.0,168,17,3,17,3,11.666666666666664,0.9722222222222222,1504.3066666666666,1462.5203703703705,17550.244444444445,100.0,17550.244444444445,1462.5203703703705,0.0,15.0,0.0,88.23529411764706,15.0,0.0
349,zaneymay,4235,2009,4.875,1639,322,9,49,10,423.5,35.291666666666664,116.9443137254902,4127.159738562093,49525.9168627451,15.217391304347824,7536.552566069907,628.0460471724922,25.0,0.0,51.0,155.10204081632654,76.0,0.0
350,ARGEMS,1114,2012,4.5926,1448,1374,15,192,7,159.14285714285714,13.261904761904766,357.855,4745.838928571429,56950.06714285714,13.973799126637553,7958.087985028073,663.1739987523395,0.0,0.0,0.0,0.0,0.0,2.0
351,AnEraOfMemories,1096,2016,4.9091,273,620,20,10,3,365.33333333333326,30.444444444444446,593.24,18060.862222222226,216730.34666666665,1.6129032258064515,3495.6507526881715,291.304229390681,0.0,0.0,1.0,10.0,1.0,0.0
352,ARTEDECREAR,128,2018,4.9848,858,72,10,53,1,128.0,10.666666666666666,1345.7225,14354.373333333333,172252.48,73.6111111111111,126796.96444444446,10566.413703703704,0.0,0.0,0.0,0.0,0.0,4.0
353,KayaArt,1233,2016,4.9333,1536,561,12,245,3,411.0,34.25,626.2433333333332,21448.834166666667,257386.01,43.67201426024955,112405.65499108734,9367.137915923946,2.0,0.0,1.0,1.2244897959183674,3.0,1.0
354,RadicallyYou,53,2018,5.0,48,59,9,52,1,53.0,4.416666666666667,994.035,4390.321250000001,52683.855,88.13559322033899,46433.228135593235,3869.435677966103,0.0,1.0,0.0,1.9230769230769231,1.0,1.0
355,kindez,25177,2012,4.9266,3518,326,5,325,7,3596.714285714286,299.7261904761905,56.28345911949683,16869.62678870919,202435.52146451027,99.69325153374231,201814.55360725714,16817.879467271432,123.0,0.0,159.0,86.76923076923076,282.0,0.0
356,Tmlccreations,69,2014,5.0,1009,140,13,8,5,13.8,1.15,776.23,892.6645,10711.973999999998,5.7142857142857135,612.1128,51.0094,0.0,2.0,0.0,25.0,2.0,0.0
357,ActLikeACharm,332,2016,4.8611,508,416,14,24,3,110.66666666666669,9.222222222222221,63.85666666666666,588.9003703703703,7066.804444444445,5.769230769230768,407.7002564102564,33.975021367521364,0.0,0.0,3.0,12.5,3.0,0.0
358,SFKvintage,732,2011,5.0,512,82,9,2,8,91.5,7.625,213.72,1629.615,19555.38,2.4390243902439024,476.96048780487814,39.746707317073174,0.0,0.0,2.0,100.0,2.0,0.0
359,SelinofosArt,1948,2014,4.9875,6434,177,10,135,5,389.6,32.46666666666667,1081.08,35099.064,421188.768,76.27118644067797,321245.67050847464,26770.47254237288,1.0,0.0,0.0,0.7407407407407407,1.0,0.0
360,BySinuhe,1546,2015,4.808,2413,445,13,89,4,386.5,32.208333333333336,772.8533333333335,24892.317777777782,298707.8133333334,20.0,59741.56266666669,4978.463555555558,4.0,0.0,0.0,4.49438202247191,4.0,2.0
361,HolloCrafts,6,2018,5.0,9,16,4,3,1,6.0,0.5,641.03,320.515,3846.18,18.75,721.1587499999998,60.0965625,0.0,0.0,0.0,0.0,0.0,1.0
362,handmadethaicountry,2602,2010,4.9524,2659,421,4,294,9,289.1111111111111,24.092592592592588,159.05,3831.926851851852,45983.12222222221,69.83372921615202,32111.729057798886,2675.977421483241,0.0,0.0,0.0,0.0,0.0,1.0
363,boholei,232,2014,5.0,313,64,5,46,5,46.4,3.8666666666666663,397.61,1537.4253333333334,18449.104,71.875,13260.2935,1105.0244583333333,1.0,0.0,0.0,2.1739130434782608,1.0,0.0
364,MBbeadandstitch,114,2013,5.0,137,82,8,3,6,19.0,1.5833333333333333,994.04,1573.8966666666665,18886.76,3.6585365853658534,690.9790243902438,57.581585365853655,1.0,0.0,0.0,33.333333333333336,1.0,0.0
365,WishAccessoriesLLCM,2,2018,0.0,21,70,0,34,1,2.0,0.16666666666666666,258.25,43.04166666666666,516.5,48.57142857142857,250.87142857142857,20.905952380952375,0.0,0.0,0.0,0.0,0.0,1.0
366,ColorSupply,10943,2013,4.8831,3382,142,4,142,6,1823.833333333333,151.98611111111111,231.24818181818185,35146.51185606061,421758.1422727273,100.0,421758.1422727273,35146.51185606061,2.0,0.0,15.0,11.971830985915492,17.0,7.0
367,TheGooseAndGanderCo,1,2019,0.0,0,58,9,13,0,1.0,0.5,211.53,105.765,211.53,22.41379310344828,47.41189655172414,23.70594827586207,0.0,0.0,0.0,0.0,0.0,1.0
368,BitchcraftGoods,2,2018,5.0,12,32,2,18,1,2.0,0.16666666666666666,994.04,165.67333333333332,1988.08,56.25,1118.295,93.19125,1.0,0.0,0.0,5.5555555555555545,1.0,0.0
369,CrazyIreneCreations,979,2013,5.0,165,465,15,440,6,163.16666666666666,13.597222222222221,337.8375,4593.651562499998,55123.81874999999,94.6236559139785,52160.172580645165,4346.681048387096,0.0,0.0,0.0,0.0,0.0,4.0
370,SolunaArt,31,2017,5.0,125,84,7,82,2,15.5,1.2916666666666667,1363.7675,1761.5330208333332,21138.39625,97.61904761904762,20635.101101190477,1719.5917584325393,1.0,0.0,0.0,1.2195121951219512,1.0,3.0
371,AraiaHandmade,21,2016,5.0,88,46,4,46,3,7.0,0.5833333333333334,427.93,249.62583333333336,2995.51,100.0,2995.51,249.62583333333336,0.0,0.0,0.0,0.0,0.0,3.0
372,Knotability,146,2014,4.9286,76,27,4,1,5,29.2,2.433333333333333,139.17,338.64699999999993,4063.764,3.703703703703704,150.50977777777774,12.542481481481481,0.0,0.0,1.0,100.0,1.0,0.0
373,TreasureBoxBeads,10504,2010,4.99,3273,949,12,628,9,1167.111111111111,97.25925925925924,94.43,9184.191851851852,110210.30222222222,66.17492096944152,72931.5803957382,6077.6316996448495,0.0,0.0,1.0,0.1592356687898089,1.0,0.0
374,irismishly,4186,2007,5.0,3064,731,11,113,12,348.83333333333326,29.069444444444446,411.315692307692,11956.718666666655,143480.6239999999,15.45827633378933,22179.631343365236,1848.302611947103,65.0,0.0,65.0,115.04424778761063,130.0,0.0
375,AMiRAjewelry,756,2009,5.0,6217,116,4,47,10,75.6,6.3,1491.05,9393.615,112723.38,40.51724137931035,45672.40396551724,3806.033663793103,0.0,0.0,0.0,0.0,0.0,1.0
376,SuppliesEU,34,2017,4.7143,43,30,6,18,2,17.0,1.4166666666666667,152.41666666666666,215.92361111111111,2591.083333333333,60.0,1554.65,129.55416666666667,0.0,2.0,1.0,16.666666666666668,3.0,0.0
377,SmileyBoy,11676,2008,4.976,2087,1546,18,362,11,1061.4545454545455,88.45454545454545,75.24348837209303,6655.628562367862,79867.54274841437,23.415265200517464,18701.19694367788,1558.433078639823,3.0,0.0,43.0,12.707182320441987,46.0,0.0
378,ShungiteMagic,2073,2015,4.9353,467,136,10,37,4,518.25,43.1875,230.82,9968.53875,119622.465,27.205882352941174,32544.347095588244,2712.0289246323528,0.0,0.0,0.0,0.0,0.0,1.0
379,ThirteenWaysCrystals,58,2014,0.0,341,33,7,32,5,11.6,0.9666666666666668,753.66,728.538,8742.456,96.96969696969695,8477.533090909092,706.4610909090909,0.0,0.0,0.0,0.0,0.0,1.0
380,Macrani,2694,2013,4.8182,3538,237,11,86,6,449.0,37.41666666666666,690.6933333333333,25843.442222222217,310121.30666666664,36.28691983122363,112533.4699296765,9377.789160806376,0.0,0.0,0.0,0.0,0.0,3.0
381,kgdezines,70,2012,5.0,222,118,9,11,7,10.0,0.8333333333333334,1192.84,994.0333333333333,11928.4,9.322033898305083,1111.9694915254238,92.6641242937853,0.0,0.0,0.0,0.0,0.0,1.0
382,KayArtJewellery,2,2017,5.0,16,2,2,1,2,1.0,0.08333333333333333,,,,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0
383,SingleTreeCreations,37,2017,4.9412,95,48,1,48,2,18.5,1.5416666666666667,891.7928571428571,1374.8473214285714,16498.167857142857,100.0,16498.167857142857,1374.8473214285714,3.0,0.0,0.0,6.25,3.0,4.0
384,MayariDesign,10,2017,0.0,5,6,1,6,2,5.0,0.4166666666666667,257.07,107.1125,1285.35,100.0,1285.35,107.1125,0.0,0.0,0.0,0.0,0.0,2.0
385,NostalgieArt,230,2016,4.871,721,201,9,201,3,76.66666666666667,6.388888888888888,563.1608771929829,3597.9722709551684,43175.667251462015,100.0,43175.667251462015,3597.9722709551684,0.0,0.0,56.0,27.860696517412933,56.0,1.0
386,BodhiMacrame,25,2014,5.0,226,20,2,20,5,5.0,0.4166666666666667,405.41,168.92083333333338,2027.05,100.0,2027.05,168.92083333333338,0.0,0.0,0.0,0.0,0.0,1.0
387,EarthCultured,3162,2008,4.5294,5056,452,14,182,11,287.45454545454544,23.95454545454545,894.63,21430.455,257165.46,40.26548672566372,103548.92415929203,8629.077013274336,0.0,0.0,0.0,0.0,0.0,1.0
388,ChakraCalmCreations,587,2014,5.0,1041,77,9,61,5,117.4,9.783333333333333,944.335,9238.744083333333,110864.929,79.22077922077922,87828.06063636365,7319.005053030302,0.0,0.0,0.0,0.0,0.0,2.0
389,Birbyzossleptuve,109,2011,4.9333,610,80,5,79,8,13.625,1.1354166666666667,1759.7828571428574,1998.0867857142864,23977.041428571432,98.75,23677.328410714294,1973.1107008928573,1.0,6.0,0.0,8.860759493670884,7.0,0.0
390,TheArtisansHall,3175,2013,4.7835,654,286,16,36,6,529.1666666666666,44.09722222222222,197.81,8722.871527777777,104674.45833333331,12.587412587412588,13175.80594405594,1097.9838286713284,0.0,0.0,0.0,0.0,0.0,1.0
391,ThreadnThyme,50,2018,5.0,54,38,3,37,1,50.0,4.166666666666667,2151.7566666666667,8965.65277777778,107587.83333333331,97.36842105263158,104756.5745614035,8729.714546783627,1.0,0.0,0.0,2.702702702702702,1.0,2.0
392,TomNoyJewelry,10,2016,0.0,25,23,2,23,3,3.333333333333333,0.2777777777777778,898.6080000000003,249.6133333333334,2995.360000000001,100.0,2995.360000000001,249.6133333333334,0.0,0.0,0.0,0.0,0.0,5.0
393,PEPPYBEADS,3814,2017,4.8826,766,1586,19,1386,2,1907.0,158.91666666666666,25.648888888888887,4076.0359259259253,48912.43111111112,87.38965952080706,42744.407011349314,3562.033917612441,9.0,0.0,9.0,1.2987012987012987,18.0,0.0
394,ForgottenBoundaries,4,2019,0.0,4,9,2,9,0,4.0,2.0,205.66,411.32,822.64,100.0,822.64,411.32,0.0,0.0,0.0,0.0,0.0,1.0
395,TercerOjoDesigns,2,2017,0.0,36,36,5,33,2,1.0,0.08333333333333333,1013.51,84.45916666666666,1013.51,91.66666666666669,929.0508333333332,77.42090277777778,0.0,0.0,0.0,0.0,0.0,1.0
396,AnnaMariaCharda,421,2018,5.0,35,31,3,31,1,421.0,35.083333333333336,732.615,25702.57625,308430.915,100.0,308430.915,25702.57625,2.0,0.0,0.0,6.451612903225807,2.0,0.0
397,LeeliaDesigns,2382,2012,4.9832,3058,321,15,9,7,340.2857142857143,28.357142857142854,44.13500000000001,1251.5425000000002,15018.510000000002,2.803738317757009,421.0797196261683,35.08997663551403,2.0,0.0,2.0,44.444444444444436,4.0,0.0
398,Vicrame,101,2016,5.0,43,81,4,79,3,33.666666666666664,2.805555555555556,213.68,599.4911111111112,7193.8933333333325,97.53086419753086,7016.266337448559,584.6888614540467,0.0,0.0,0.0,0.0,0.0,2.0
399,DoliaGalinaCrochet,207,2015,4.7778,8854,157,9,68,4,51.75,4.3125,1082.0814285714284,4666.4761607142855,55997.713928571415,43.31210191082803,24253.786924476797,2021.1489103730664,0.0,7.0,0.0,10.294117647058824,7.0,0.0
400,PeruPeru,2499,2013,4.9881,861,77,3,36,6,416.5,34.708333333333336,115.68,4015.06,48180.72,46.753246753246756,22526.050909090907,1877.1709090909092,2.0,0.0,3.0,13.888888888888891,5.0,0.0
401,GoodAndCute,57,2018,5.0,43,16,8,5,1,57.0,4.75,78.89333333333333,374.7433333333333,4496.92,31.25,1405.2875,117.10729166666668,0.0,0.0,3.0,60.0,3.0,0.0
402,luxurymacrame,20,2014,0.0,219,19,5,19,5,4.0,0.3333333333333333,4549.55,1516.5166666666669,18198.2,100.0,18198.2,1516.5166666666669,0.0,0.0,0.0,0.0,0.0,3.0
403,HepsieShop,8,2018,0.0,12,66,3,4,1,8.0,0.6666666666666666,,,,6.0606060606060606,,,0.0,0.0,0.0,0.0,0.0,0.0
404,NUMAFIREFLY,44,2015,5.0,177,40,4,39,4,11.0,0.9166666666666666,1689.86,1549.0383333333332,18588.46,97.5,18123.7485,1510.3123749999993,0.0,0.0,0.0,0.0,0.0,1.0
405,Mebeadterranean,3700,2013,4.9759,2834,656,15,219,6,616.6666666666666,51.38888888888889,45.73,2350.0138888888887,28200.166666666664,33.384146341463406,9414.384908536584,784.5320757113818,0.0,0.0,1.0,0.45662100456620996,1.0,0.0
406,ShungiteJewelryGift,5492,2014,4.9469,2612,1321,10,874,5,1098.4,91.53333333333332,927.834,84927.7388,1019132.8656,66.16199848599545,674278.6711085542,56189.889259046184,4.0,0.0,0.0,0.4576659038901602,4.0,6.0
407,JamConElCosmos,4,2018,5.0,17,25,3,16,1,4.0,0.3333333333333333,213.965,71.32166666666666,855.86,64.0,547.7504,45.64586666666666,0.0,0.0,0.0,0.0,0.0,2.0
408,TheJewelryBlock,663,2009,5.0,780,155,6,1,10,66.3,5.525,437.38,2416.5245,28998.294,0.6451612903225806,187.08576774193546,15.590480645161293,0.0,0.0,0.0,0.0,0.0,1.0
409,EmbroideryMaterial,20461,2014,4.8981,2927,2236,12,149,5,4092.2,341.01666666666665,125.71500000000002,42870.91025,514450.92300000007,6.663685152057245,34281.38977057246,2856.7824808810383,0.0,0.0,6.0,4.026845637583893,6.0,0.0
410,GhostlyGardenCrafts,26,2018,5.0,36,40,8,1,1,26.0,2.1666666666666665,577.9,1252.1166666666666,15025.4,2.5,375.635,31.302916666666665,0.0,0.0,0.0,0.0,0.0,1.0
411,eyooba,32,2014,5.0,62,98,6,24,5,6.4,0.5333333333333333,1568.59,836.5813333333333,10038.976,24.489795918367342,2458.5247346938777,204.87706122448975,0.0,0.0,0.0,0.0,0.0,1.0
412,CraftHoundllc,655,2012,5.0,787,121,5,113,7,93.57142857142857,7.797619047619047,1168.59,9112.219642857142,109346.6357142857,93.38842975206612,102117.10608028334,8509.758840023613,0.0,0.0,0.0,0.0,0.0,3.0
413,NomadKnitting,711,2017,4.9762,539,109,11,75,2,355.5,29.625,151.86249999999995,4498.9265625,53987.11875,68.80733944954129,37147.10005733945,3095.591671444954,0.0,0.0,4.0,5.333333333333333,4.0,0.0
414,ShamataGadir,5,2018,0.0,31,47,4,38,1,5.0,0.4166666666666667,2117.12,882.1333333333333,10585.6,80.85106382978724,8558.570212765957,713.2141843971632,1.0,0.0,0.0,2.631578947368421,1.0,0.0
415,syagemsshop,699,2018,4.9103,304,1303,20,35,1,699.0,58.25,251.49,14649.2925,175791.51,2.6861089792785875,4721.951534919417,393.49596124328485,0.0,0.0,1.0,2.8571428571428568,1.0,0.0
416,WinnDesignShop,5,2016,0.0,34,16,1,4,3,1.6666666666666667,0.1388888888888889,2998.88,416.5111111111111,4998.133333333334,25.0,1249.5333333333335,104.12777777777778,0.0,2.0,0.0,50.0,2.0,0.0
